128.858887	32.239697	17
128.912018	32.245979	17
128.965149	32.252235	17
129.018311	32.258450	17
129.071503	32.264645	17
129.124695	32.270802	17
129.177856	32.276936	17
129.231079	32.283031	17
129.284302	32.289105	17
129.337494	32.295151	17
129.390747	32.301159	17
129.443970	32.307144	17
129.497223	32.313091	17
129.550476	32.319023	17
129.603760	32.324909	17
129.657013	32.330769	17
129.710297	32.336597	17
129.763611	32.342407	17
129.816895	32.348179	17
129.870209	32.353924	17
129.923523	32.359634	17
129.976868	32.365322	17
130.030212	32.370972	5
130.083557	32.376595	5
130.136902	32.382187	5
130.190247	32.387760	17
130.243652	32.393280	17
130.297028	32.398800	17
130.350403	32.404270	17
130.403809	32.409714	17
130.457214	32.415134	17
130.510651	32.420517	17
130.564087	32.425857	5
130.617493	32.431194	5
130.670959	32.436485	5
130.724396	32.441753	5
130.777863	32.446983	5
130.831329	32.452190	5
130.884796	32.457367	5
130.938293	32.462502	5
130.991760	32.467625	5
131.045288	32.472706	5
131.098785	32.477760	5
131.152283	32.482788	5
131.205811	32.487789	5
131.259338	32.492748	5
131.312897	32.497677	5
131.366455	32.502583	5
131.419983	32.507465	5
131.473572	32.512302	5
131.527130	32.517109	5
131.580719	32.521892	5
131.634308	32.526653	5
131.687897	32.531364	17
131.741516	32.536064	17
131.795105	32.540722	17
131.848724	32.545361	17
131.902344	32.549965	17
131.955994	32.554539	17
132.009613	32.559082	17
132.063263	32.563583	17
132.116913	32.568070	17
132.170563	32.572525	17
132.224243	32.576935	17
132.277893	32.581329	17
132.331604	32.585701	17
132.385254	32.590023	17
132.438965	32.594326	17
132.492676	32.598595	17
128.851440	32.284645	17
128.904602	32.290928	17
128.957794	32.297180	17
129.010986	32.303413	17
129.064209	32.309601	17
129.117401	32.315777	17
129.170654	32.321911	17
129.223877	32.328011	17
129.277100	32.334095	17
129.330383	32.340134	17
129.383636	32.346149	17
129.436890	32.352135	17
129.490173	32.358097	17
129.543457	32.364025	17
129.596771	32.369919	17
129.650085	32.375794	17
129.703400	32.381634	17
129.756714	32.387447	17
129.810059	32.393219	17
129.863403	32.398960	17
129.916779	32.404678	17
129.970154	32.410374	17
130.023499	32.416031	5
130.076904	32.421658	5
